GeneId	GeneName	log2FoldChange	pvalue	padj	stat	ENSEMBL
55937	APOM	0.449162230018453	0.506632826354905	NA	0.664089818282043	ENSG00000224290
55937	APOM	0.449162230018453	0.506632826354905	NA	0.664089818282043	ENSG00000226215
55937	APOM	0.449162230018453	0.506632826354905	NA	0.664089818282043	ENSG00000227567
79135	APOO	0.096434088926031	0.676799761639965	0.915812586327887	0.416834095463121	ENSG00000184831
139322	APOOL	-0.170170171346924	0.325349949080164	0.765272630652963	-0.983523309115264	ENSG00000155008
351	APP	0.0884409311994768	0.269568961580969	0.717915357885024	1.10405573425904	ENSG00000142192
10513	APPBP2	-0.329432318806816	0.0112370453967032	0.167675166199314	-2.53523955070979	ENSG00000062725
26060	APPL1	-0.186609465229572	0.184718491285926	0.63376932332573	-1.32636601136834	ENSG00000157500
55198	APPL2	-0.0357956722583208	0.828924923236302	0.959878555419828	-0.216080597727521	ENSG00000136044
353	APRT	0.157235041031235	0.226741196567361	0.683016940987599	1.20879608367447	ENSG00000198931
54840	APTX	0.00194717344635173	0.98795035601753	0.9967572467532	0.0151025632506464	ENSG00000137074
358	AQP1	-0.129881840445937	0.947986464985001	NA	-0.0652355394600399	ENSG00000240583
89872	AQP10	-0.0504772856297099	0.954633589868132	NA	-0.0568890338730433	ENSG00000143595
282679	AQP11	0.646706854083595	0.82600907304107	NA	0.219822914329229	ENSG00000178301
375318	AQP12A	NA	NA	NA	NA	ENSG00000184945
653437	AQP12B	NA	NA	NA	NA	ENSG00000185176
359	AQP2	NA	NA	NA	NA	ENSG00000167580
360	AQP3	-0.494151673245874	1.39002898813809e-06	0.000116616627767082	-4.82642902575456	ENSG00000165272
361	AQP4	-2.13060113399638	0.38746182137027	NA	-0.864229515218114	ENSG00000171885
147429	AQP4-AS1	NA	NA	NA	NA	ENSG00000260372
362	AQP5	-0.546376996046484	0.819235069738388	NA	-0.228528928020971	ENSG00000161798
363	AQP6	0.250309303000687	0.944726849869439	NA	0.0693301215705714	ENSG00000086159
364	AQP7	0.884364390751997	0.570786043044608	NA	0.566894232262291	ENSG00000165269
375719	AQP7P1	0.808036553164758	0.4412835773724	NA	0.770027504676659	NA
441432	AQP7P3	1.97870035925052	0.567763593760972	NA	0.571348260603195	NA
343	AQP8	1.02522954827478	0.800442914696325	NA	0.252773929689017	ENSG00000103375
366	AQP9	1.03727033543416	0.710508044444784	NA	0.37117385587438	ENSG00000103569
9716	AQR	-0.0559858907517099	0.656129928262441	0.911380195596214	-0.4452626886398	ENSG00000021776
367	AR	-0.788193882141836	0.483672496952627	NA	-0.700408071553283	ENSG00000169083
369	ARAF	0.0928258521102451	0.532841899893947	0.870953780650128	0.623673697898573	ENSG00000078061
116985	ARAP1	0.093388128160237	0.417844951445236	0.814441248170348	0.810165694147273	ENSG00000186635
116984	ARAP2	-0.145433293459736	0.362879056897912	0.789126371646107	-0.909892781721528	ENSG00000047365
64411	ARAP3	0.216451275223318	0.0805133640943456	0.46715501672623	1.74771515016996	ENSG00000120318
23237	ARC	-2.82322481886592	0.365626568624207	NA	-0.904695796510056	ENSG00000198576
372	ARCN1	-0.0251509457561038	0.778555317644979	0.947448290981309	-0.281202199630975	ENSG00000095139
374	AREG	0.0461844411124815	0.865530428212082	0.968929040877938	0.169338457291336	ENSG00000109321
375	ARF1	0.141383674961125	0.155158188237471	0.598916597260277	1.42154566395605	ENSG00000143761
377	ARF3	0.0776650210193552	0.355996609579239	0.783907081724904	0.923020332260321	ENSG00000134287
378	ARF4	0.299544733564845	0.00299248332811107	0.0737183213292578	2.96850900607857	ENSG00000168374
381	ARF5	0.0186316617155379	0.848657038371208	0.963776835416451	0.190832227989477	ENSG00000004059
382	ARF6	-0.170587445061824	0.112638023817784	0.528349192023696	-1.58644665621518	ENSG00000165527
55738	ARFGAP1	0.260022418971872	0.0972651701091214	0.499257035449954	1.65825915156825	ENSG00000101199
84364	ARFGAP2	0.0627225888250184	0.572617672047772	0.885612248492604	0.564200522835002	ENSG00000149182
26286	ARFGAP3	-0.15311668104727	0.24666097644904	0.694809047771574	-1.15849773255641	ENSG00000242247
10565	ARFGEF1	-0.256036112570333	0.0514028336655714	0.384867004126631	-1.9481013805705	ENSG00000066777
10564	ARFGEF2	-0.134919234895859	0.234919668297903	0.689584355412268	-1.18778108509423	ENSG00000124198
27236	ARFIP1	-0.0311552360636697	0.834508416043958	0.961215261387316	-0.208922914043463	ENSG00000164144
23647	ARFIP2	0.24037648321874	0.0276409691687095	0.281980193126707	2.20234469680269	ENSG00000132254
10139	ARFRP1	0.191439506709165	0.150848428679957	0.592532816888995	1.43654110464781	ENSG00000101246
383	ARG1	NA	NA	NA	NA	ENSG00000118520
384	ARG2	0.407746637674903	0.0329960451159226	0.311851174246862	2.13213141011495	ENSG00000081181
503582	ARGFX	NA	NA	NA	NA	ENSG00000186103
503640	ARGFXP2	NA	NA	NA	NA	NA
55082	ARGLU1	-0.136724865939908	0.195456615284519	0.646246145908	-1.29460474323651	ENSG00000134884
392	ARHGAP1	0.0596558396709367	0.602059188954865	0.895838595602458	0.521441584759033	ENSG00000175220
79658	ARHGAP10	-0.19294661128442	0.144010058263559	0.580345538793388	-1.46101961594689	ENSG00000071205
9824	ARHGAP11A	0.0334041840651663	0.872276692377977	0.970751714142726	0.160767285541151	ENSG00000198826
9824	ARHGAP11A	0.0334041840651663	0.872276692377977	0.970751714142726	0.160767285541151	ENSG00000275568
89839	ARHGAP11B	0.500143526277934	0.40032230401308	0.809892068790688	0.841045751763271	ENSG00000284906
89839	ARHGAP11B	0.500143526277934	0.40032230401308	0.809892068790688	0.841045751763271	ENSG00000274734
89839	ARHGAP11B	0.500143526277934	0.40032230401308	0.809892068790688	0.841045751763271	ENSG00000286139
94134	ARHGAP12	-0.20315902743402	0.20313787626365	0.653736026856127	-1.27266236960104	ENSG00000165322
55843	ARHGAP15	-0.543997203202318	0.854951918164969	NA	-0.182803862094054	ENSG00000075884
55114	ARHGAP17	0.229432215334782	0.0332108475578286	0.312571157620164	2.12952501460107	ENSG00000140750
55114	ARHGAP17	0.229432215334782	0.0332108475578286	0.312571157620164	2.12952501460107	ENSG00000288353
93663	ARHGAP18	0.0937087487599807	0.588533520796927	0.891373763417815	0.540962368779532	ENSG00000146376
84986	ARHGAP19	-0.272970806198578	0.176685899482723	0.624309843948757	-1.35102976084318	ENSG00000213390
100533184	ARHGAP19-SLIT1	NA	NA	NA	NA	ENSG00000269891
57569	ARHGAP20	-1.61933689084145	0.223814486172389	NA	-1.21644753304665	ENSG00000137727
57584	ARHGAP21	-0.117108393685255	0.224223082719162	0.679294021056007	-1.21537504158456	ENSG00000107863
58504	ARHGAP22	0.325699247023618	0.139728761508661	0.571670847245764	1.47680184636158	ENSG00000128805
57636	ARHGAP23	-0.0627725271224866	0.496090240234616	0.852182866402704	-0.680654330611172	ENSG00000275832
57636	ARHGAP23	-0.0627725271224866	0.496090240234616	0.852182866402704	-0.680654330611172	ENSG00000273780
83478	ARHGAP24	-0.29263077312801	0.105938177403871	0.516976416245159	-1.61672258084939	ENSG00000138639
9938	ARHGAP25	0.557942698485157	0.0100498446249119	0.155114911399663	2.57410955201702	ENSG00000163219
23092	ARHGAP26	-0.070065778295475	0.684288132332762	0.917293164550961	-0.406618602357746	ENSG00000145819
100874239	ARHGAP26-AS1	NA	NA	NA	NA	ENSG00000226272
201176	ARHGAP27	0.140937525093784	0.289122012497488	0.734872199985669	1.06004964931902	ENSG00000159314
201176	ARHGAP27	0.140937525093784	0.289122012497488	0.734872199985669	1.06004964931902	ENSG00000276907
201176	ARHGAP27	0.140937525093784	0.289122012497488	0.734872199985669	1.06004964931902	ENSG00000276836
79822	ARHGAP28	-0.751580197952264	0.562960675140463	NA	-0.578449511157251	ENSG00000088756
9411	ARHGAP29	-0.445913657018334	0.0041342323353335	0.0900349913259615	-2.86773378829195	ENSG00000137962
257106	ARHGAP30	0.472944960642914	0.210444856545195	0.664746430745841	1.25234313750224	ENSG00000186517
57514	ARHGAP31	0.228537746567719	0.322972629872452	0.763640561073177	0.988367639792849	ENSG00000031081
9743	ARHGAP32	0.0985326222853431	0.315262159478928	0.756804301500483	1.00424163249148	ENSG00000134909
115703	ARHGAP33	0.19236196372402	0.688518642332983	0.918049383468875	0.400866191644399	ENSG00000004777
2909	ARHGAP35	-0.120034644356751	0.195565601607495	0.646246145908	-1.29428903763991	ENSG00000160007
158763	ARHGAP36	NA	NA	NA	NA	ENSG00000147256
80728	ARHGAP39	0.0639110344930028	0.81772669261079	0.957322972027495	0.230469845538677	ENSG00000147799
393	ARHGAP4	0.444884693721429	0.645187139434436	NA	0.460458518650252	ENSG00000089820
343578	ARHGAP40	0.414425035529528	0.0486246152032843	0.374903283157971	1.97186854261205	ENSG00000124143
143872	ARHGAP42	-0.113840946864921	0.683474112382998	0.917185562221345	-0.407727000475105	ENSG00000165895
9912	ARHGAP44	-0.00754618746040566	0.986261033212444	0.996212224069001	-0.0172200923192943	ENSG00000006740
394	ARHGAP5	-0.499539105501233	0.0891363563907808	0.480831325368794	-1.69997112815687	ENSG00000100852
84837	ARHGAP5-AS1	-0.369959329014499	0.179184888158237	0.627644117732663	-1.34326899398993	NA
395	ARHGAP6	-0.428605926462126	0.611583757150382	NA	-0.507814047799988	ENSG00000047648
23779	ARHGAP8	0.794451372162097	0.342644127371699	NA	0.948953765746901	ENSG00000241484
64333	ARHGAP9	NA	NA	NA	NA	ENSG00000123329
396	ARHGDIA	0.157470081110988	0.238435125313795	0.689943607908731	1.17890721279677	ENSG00000141522
397	ARHGDIB	0.00714892361287435	0.954095491831562	0.990677134802081	0.0575645449746924	ENSG00000111348
398	ARHGDIG	0.590507036145396	0.868352397988236	NA	0.16575164922361	ENSG00000242173
9138	ARHGEF1	0.121860374633145	0.411402950940818	0.811286762867532	0.821427243244509	ENSG00000076928
9639	ARHGEF10	0.0692771118354049	0.588750996192612	0.891373763417815	0.540646883539452	ENSG00000104728
9639	ARHGEF10	0.0692771118354049	0.588750996192612	0.891373763417815	0.540646883539452	ENSG00000274726
55160	ARHGEF10L	0.0268789038759798	0.886381994282554	0.973627650138795	0.142883747747843	ENSG00000074964
9826	ARHGEF11	-0.0323516471791079	0.785335303711431	0.949855020559359	-0.272372905483185	ENSG00000132694
23365	ARHGEF12	-0.0929034840888563	0.310792769588123	0.753723159510728	-1.01355996416747	ENSG00000196914
22899	ARHGEF15	NA	NA	NA	NA	ENSG00000198844
27237	ARHGEF16	0.21765575925359	0.246388937337329	0.694388909997327	1.1591649942143	ENSG00000130762
9828	ARHGEF17	0.0853726640933557	0.526607095798234	0.869214460725263	0.633193797239187	ENSG00000110237
23370	ARHGEF18	0.183142765678268	0.118119297231234	0.536826050437772	1.56271647640411	ENSG00000104880
23370	ARHGEF18	0.183142765678268	0.118119297231234	0.536826050437772	1.56271647640411	ENSG00000268861
128272	ARHGEF19	-0.167253068664967	0.564162730086308	0.884323692499281	-0.57666951450572	ENSG00000142632
9181	ARHGEF2	0.339972842258101	0.000747248763945825	0.0262895701497304	3.37162958290636	ENSG00000116584
115557	ARHGEF25	0.412540364238137	0.567073814388737	NA	0.57236634038366	ENSG00000240771
26084	ARHGEF26	-0.134810615205332	0.700043896814977	0.921385258375127	-0.385261210964991	ENSG00000114790
26084	ARHGEF26	-0.134810615205332	0.700043896814977	0.921385258375127	-0.385261210964991	ENSG00000277101
100507524	ARHGEF26-AS1	-2.81466994229921	0.163750409928408	NA	-1.39256818308432	ENSG00000243069
64283	ARHGEF28	0.205126697341754	0.0452751906208758	0.362110974585765	2.00208871868707	ENSG00000214944
50650	ARHGEF3	0.0497228481239446	0.642351731379483	0.906302919129678	0.46441320458955	ENSG00000163947
100874200	ARHGEF3-AS1	NA	NA	NA	NA	ENSG00000240198
100271715	ARHGEF33	-1.41769385594089	0.22937509343423	NA	-1.20197014988695	ENSG00000214694
445328	ARHGEF35	0.327442758966839	0.207873276029205	0.661149441283769	1.25943493956699	ENSG00000213214
445328	ARHGEF35	0.327442758966839	0.207873276029205	0.661149441283769	1.25943493956699	ENSG00000288422
389337	ARHGEF37	0.152161382003071	0.121169447458058	0.541840947363494	1.54988363816444	ENSG00000183111
54848	ARHGEF38	-0.904977267384767	0.46044772991703	NA	-0.738109798496307	ENSG00000236699
100874374	ARHGEF38-IT1	NA	NA	NA	NA	ENSG00000249885
84904	ARHGEF39	-0.458545767989761	0.213972673724869	0.669718279853184	-1.24271554447463	ENSG00000137135
50649	ARHGEF4	0.0283330935523252	0.828982388322483	0.959878555419828	0.216006875351145	ENSG00000136002
55701	ARHGEF40	0.144405330554249	0.256278060320749	0.70291904199086	1.13523215457706	ENSG00000165801
7984	ARHGEF5	0.255474394222437	0.022449264541714	0.25101351564693	2.28267932452157	ENSG00000050327
7984	ARHGEF5	0.255474394222437	0.022449264541714	0.25101351564693	2.28267932452157	ENSG00000284933
9459	ARHGEF6	-0.632530719071967	0.0404378521083266	0.346523508388281	-2.04924818913421	ENSG00000129675
8874	ARHGEF7	0.0148789088885338	0.889051688905302	0.974326583703015	0.139504261214142	ENSG00000102606
23229	ARHGEF9	-0.07055767057811	0.634173289139371	0.904765959068264	-0.47586116736283	ENSG00000131089
8289	ARID1A	0.0569708450112224	0.513140806285244	0.862056491318335	0.653954986898315	ENSG00000117713
57492	ARID1B	0.00759789536462381	0.946411760844455	0.988801681584507	0.0672134712828257	ENSG00000049618
196528	ARID2	-0.0903922894377507	0.408922584799168	0.811286762867532	-0.825791133161374	ENSG00000189079
1820	ARID3A	0.423988830774007	0.0604665782472292	0.414287572376933	1.87737600171792	ENSG00000116017
10620	ARID3B	0.111945732112748	0.453961718445883	0.829374753367686	0.748826610836623	ENSG00000179361
138715	ARID3C	-1.92702583165142	0.601034442331075	NA	-0.522913510394477	ENSG00000205143
5926	ARID4A	-0.214204948567792	0.128569320627173	0.553020587493952	-1.51976789532882	ENSG00000032219
51742	ARID4B	-0.102222938048562	0.364453266640374	0.789126371646107	-0.906912128962063	ENSG00000054267
10865	ARID5A	0.367965651122322	0.231215312355566	0.686436550935345	1.19723412510617	ENSG00000196843
84159	ARID5B	-0.1792685669044	0.192483058711052	0.644133683502508	-1.3032686540231	ENSG00000150347
25820	ARIH1	-0.108644306356642	0.394354681515966	0.806945595625699	-0.851746724079668	ENSG00000166233
10425	ARIH2	0.11803067466894	0.295349451280168	0.739489062857598	1.0464583795415	ENSG00000177479
646450	ARIH2OS	0.610764575173225	0.568581105523711	NA	0.570142420472718	ENSG00000221883
400	ARL1	-0.10511880794909	0.26423898243436	0.712164614498841	-1.11642797960131	ENSG00000120805
285598	ARL10	0.156937006151351	0.66006407814119	0.911742502224763	0.439824698019895	ENSG00000175414
115761	ARL11	0.410524814132012	0.703432100553016	NA	0.380691602759594	ENSG00000152213
392509	ARL13A	NA	NA	NA	NA	ENSG00000174225
200894	ARL13B	-0.0420651310174397	0.811437223831685	0.955958508623268	-0.238572329042748	ENSG00000169379
80117	ARL14	0.0177011849152231	0.95078848194922	0.989813881183036	0.0617166481334174	ENSG00000179674
120534	ARL14EP	-0.104184844077973	0.481533750656777	0.846565124066435	-0.703837863993865	ENSG00000152219
644100	ARL14EPL	NA	NA	NA	NA	ENSG00000268223
54622	ARL15	-0.357407781630096	0.125394733896186	0.547004615663532	-1.53251769715	ENSG00000185305
339231	ARL16	0.202453072877757	0.183828227776891	0.632971822299283	1.32905984183818	ENSG00000214087
51326	ARL17A	-0.18139156284944	0.728998480398322	0.931939884993139	-0.346458083407037	ENSG00000185829
51326	ARL17A	-0.18139156284944	0.728998480398322	0.931939884993139	-0.346458083407037	ENSG00000276276
51326	ARL17A	-0.18139156284944	0.728998480398322	0.931939884993139	-0.346458083407037	ENSG00000228696
51326	ARL17A	-0.18139156284944	0.728998480398322	0.931939884993139	-0.346458083407037	ENSG00000275748
100506084	ARL17B	NA	NA	NA	NA	ENSG00000228696
100506084	ARL17B	NA	NA	NA	NA	ENSG00000276276
100506084	ARL17B	NA	NA	NA	NA	ENSG00000275748
402	ARL2	-0.18654203844827	0.357202719906489	0.784904122595225	-0.920708341648779	ENSG00000213465
100528018	ARL2-SNX15	NA	NA	NA	NA	ENSG00000273003
23568	ARL2BP	-0.15052735171558	0.220082923080739	0.67643727489161	-1.22630765145298	ENSG00000102931
403	ARL3	-0.197335230426709	0.133797362983241	0.563018927993667	-1.49929405882116	ENSG00000138175
10124	ARL4A	-0.419051423230533	0.048881811940877	0.375350949250271	-1.96962109686695	ENSG00000122644
10123	ARL4C	-0.287264023013513	0.0174394099716332	0.218165382095603	-2.37731031410596	ENSG00000188042
379	ARL4D	0.00129411705107183	0.992134671876846	0.998231403190504	0.00985788659054517	ENSG00000175906
26225	ARL5A	-0.353238303773356	0.132814880024984	0.561462218147525	-1.50309371224702	ENSG00000162980
221079	ARL5B	-0.107689850310588	0.707095893185807	0.92336818901971	-0.375759239159676	ENSG00000165997
390790	ARL5C	NA	NA	NA	NA	ENSG00000141748
84100	ARL6	-0.0321033142143484	0.906763774528335	0.980167112749732	-0.117121497380961	ENSG00000113966
23204	ARL6IP1	-0.208769262402339	0.0401631554311949	0.346289259304448	-2.05206695950966	ENSG00000170540
51329	ARL6IP4	0.142788159640375	0.192384040036823	0.644133683502508	1.30355884623792	ENSG00000182196
10550	ARL6IP5	0.0529633684747399	0.545183027098125	0.874893273551149	0.60499393419363	ENSG00000144746
151188	ARL6IP6	-0.158921521594935	0.489829184206956	0.849325151456981	-0.690580533580523	ENSG00000177917
127829	ARL8A	0.125436532981391	0.203172594236817	0.653736026856127	1.27256457969203	ENSG00000143862
55207	ARL8B	-0.442487456585601	0.125482060207445	0.547004615663532	-1.53216363335483	ENSG00000134108
132946	ARL9	1.01168538487576	0.230592390293111	NA	1.1988342799677	ENSG00000196503
55156	ARMC1	-0.183749568620401	0.274166883589227	0.721880030602698	-1.09351696698406	ENSG00000104442
83787	ARMC10	-0.172177605683277	0.231470007793599	0.68671889845299	-1.19658074861334	ENSG00000170632
83787	ARMC10	-0.172177605683277	0.231470007793599	0.68671889845299	-1.19658074861334	ENSG00000282813
221481	ARMC12	-0.384546848432367	0.631744716619013	NA	-0.479272593528182	ENSG00000157343
84071	ARMC2	-0.515600354814369	0.230952989623279	0.686153121904397	-1.19790760280293	ENSG00000118690
219681	ARMC3	0.707947378463969	0.861735799635721	NA	0.174164989092155	ENSG00000165309
55130	ARMC4	0.0498664520048913	0.989013040845594	NA	0.0137705464353594	ENSG00000169126
79798	ARMC5	0.141494350156714	0.480586387894252	0.846565124066435	0.705359746326107	ENSG00000140691
93436	ARMC6	0.130982555437726	0.534885869088238	0.871229970597522	0.620565007807127	ENSG00000105676
79637	ARMC7	0.00437957132080097	0.982707197404454	0.995344031491758	0.0216750110226193	ENSG00000125449
25852	ARMC8	-0.18807462728904	0.186727006041785	0.636861094120997	-1.32032358012009	ENSG00000114098
80210	ARMC9	0.284281100876714	0.0588055062673702	0.40874256007511	1.88964461308359	ENSG00000135931
51309	ARMCX1	0.0433060861330226	0.847800299828467	0.963404039923553	0.191925835502395	ENSG00000126947
9823	ARMCX2	-0.0199996093565763	0.868311542260421	0.969396386794926	-0.165803562755558	ENSG00000184867
51566	ARMCX3	-0.0446085753644034	0.673341157566116	0.915377515793679	-0.421566917809548	ENSG00000102401
100131755	ARMCX4	0.29293773186475	0.501605964393259	0.855843889760925	0.671965021780665	ENSG00000196440
64860	ARMCX5	-0.0338572585982958	0.854750970576638	0.965785906984644	-0.183059961972096	ENSG00000125962
100528062	ARMCX5-GPRASP2	-0.392267085214733	0.517951790293186	NA	-0.646505880086807	ENSG00000286237
100528062	ARMCX5-GPRASP2	-0.392267085214733	0.517951790293186	NA	-0.646505880086807	ENSG00000158301
54470	ARMCX6	0.17342414735905	0.338731180504424	0.775418513071945	0.956675276993777	ENSG00000198960
387715	ARMS2	1.02522954640496	0.800442915054889	NA	0.252773929225034	ENSG00000254636
405	ARNT	0.258373134796764	0.0328855882631189	0.311142273180313	2.13347734389634	ENSG00000143437
9915	ARNT2	-0.118908341175119	0.667725512128182	0.914276872033493	-0.429271696167149	ENSG00000172379
406	ARNTL	-0.216056245654271	0.107503238358105	0.517958373727785	-1.60951746890738	ENSG00000133794
56938	ARNTL2	0.347260107938294	0.00427645257579694	0.0912893266046902	2.85701527494579	ENSG00000029153
10552	ARPC1A	0.0984740424109427	0.326908091238625	0.767020826767976	0.980360721317938	ENSG00000241685
10095	ARPC1B	0.0255652887932272	0.800397153989317	0.953097563137855	0.252833144515878	ENSG00000130429
10109	ARPC2	0.0002124535848151	0.998025180914895	0.999355234790291	0.0024750712050391	ENSG00000163466
10094	ARPC3	0.14844735778852	0.0870349603340225	0.477607535271586	1.71125006397011	ENSG00000111229
10093	ARPC4	0.094118628260673	0.445643640600394	0.826563340063478	0.762697803891499	ENSG00000241553
100526693	ARPC4-TTLL3	NA	NA	NA	NA	ENSG00000250151
10092	ARPC5	-0.109381872408422	0.71108028209639	0.924773915420069	-0.370405626563942	ENSG00000162704
81873	ARPC5L	0.000524103995221721	0.996503282509378	0.999030759695624	0.00438249949375642	ENSG00000136950
10776	ARPP19	-0.213208320545574	0.0981927690554488	0.501973121754636	-1.65367891458667	ENSG00000128989
10777	ARPP21	NA	NA	NA	NA	ENSG00000172995
407	ARR3	NA	NA	NA	NA	ENSG00000120500
408	ARRB1	-0.586651760149663	0.0844385158152439	0.472085508525896	-1.72549382417279	ENSG00000137486
409	ARRB2	0.0215861288882112	0.915446158129872	0.981744578995241	0.106171657157311	ENSG00000141480
92714	ARRDC1	0.230900370498234	0.103000513270838	0.510407747918318	1.63047799015573	ENSG00000197070
27106	ARRDC2	0.353592418402675	0.0373054695379425	0.330786192200071	2.08240524754741	ENSG00000105643
57561	ARRDC3	-0.163924633437821	0.161573793509106	0.604495033867645	-1.39979807814732	ENSG00000113369
100129716	ARRDC3-AS1	0.712302595308239	0.327729039982541	NA	0.978698365410276	ENSG00000281357
91947	ARRDC4	-0.334451015919769	0.00328959161046	0.0779865737699554	-2.93929560734297	ENSG00000140450
645432	ARRDC5	1.15505000717514	0.704285017129229	NA	0.379542544895617	ENSG00000205784
410	ARSA	0.0996412283484135	0.552415613300113	0.878441365592265	0.594144285191966	ENSG00000100299
411	ARSB	0.118344930578243	0.481263181039172	0.846565124066435	0.704272351672006	ENSG00000113273
414	ARSD	0.0199784550653952	0.870850943840539	0.970699472003804	0.162577702981253	ENSG00000006756
416	ARSF	-2.19282562048831	0.51867373407846	NA	-0.645391154656755	ENSG00000062096
22901	ARSG	-0.720180618756507	0.222776117637551	0.678853208864032	-1.21917937686591	ENSG00000141337
347527	ARSH	-1.1184106126563	0.784016624778764	NA	-0.274088482366288	ENSG00000205667
340075	ARSI	-0.0435711800541617	0.823455048793584	0.957517781475206	-0.223103378714241	ENSG00000183876
79642	ARSJ	0.22385422522559	0.0824871568593496	0.469936794075806	1.73643381877755	ENSG00000180801
153642	ARSK	-0.303423176901635	0.117456007453635	0.5355685209857	-1.56554144503532	ENSG00000164291
417	ART1	NA	NA	NA	NA	ENSG00000129744
419	ART3	-1.53589786142399	0.273002371869483	NA	-1.09617460247639	ENSG00000156219
420	ART4	NA	NA	NA	NA	ENSG00000111339
116969	ART5	NA	NA	NA	NA	ENSG00000167311
9048	ARTN	0.226147069724914	0.205562317200196	0.657810381288545	1.265862491468	ENSG00000117407
64801	ARV1	-0.235414023758382	0.185506223365399	0.635098398016662	-1.32399042907181	ENSG00000173409
421	ARVCF	-0.07234680900886	0.813150332382782	0.956035542389916	-0.236363866305589	ENSG00000099889
170302	ARX	NA	NA	NA	NA	ENSG00000004848
57412	AS3MT	NA	NA	NA	NA	ENSG00000214435
427	ASAH1	-0.223075317372513	0.0208411857375184	0.240508580565487	-2.31084920183086	ENSG00000104763
56624	ASAH2	1.9910938453664	0.56366659177474	NA	0.577403971770308	ENSG00000188611
653308	ASAH2B	0.375587246196165	0.604836843640675	NA	0.517457479828715	ENSG00000204147
50807	ASAP1	0.0416327025269092	0.680793996447031	0.916363677539688	0.411379891373929	ENSG00000153317
29065	ASAP1-IT1	NA	NA	NA	NA	NA
8853	ASAP2	-0.0681945418352445	0.495759849582082	0.852182866402704	-0.68117644671897	ENSG00000151693
55616	ASAP3	-0.209773588846517	0.303135960871387	0.746049804732398	-1.02973172026125	ENSG00000088280
55616	ASAP3	-0.209773588846517	0.303135960871387	0.746049804732398	-1.02973172026125	ENSG00000282854
51665	ASB1	0.265613957473689	0.0529008412499723	0.390074611232893	1.93572948514302	ENSG00000065802
136371	ASB10	2.16670820236082	0.542001685489706	NA	0.60978885459304	ENSG00000146926
140456	ASB11	NA	NA	NA	NA	ENSG00000165192
142689	ASB12	0.666828938913911	0.768632196981341	NA	0.294164511831639	ENSG00000198881
79754	ASB13	-0.0512556968883702	0.782357155585474	0.948623507341713	-0.27624856867625	ENSG00000196372
142686	ASB14	0.301729205352775	0.63054091474382	0.903305419691211	0.480965646526621	ENSG00000239388
142685	ASB15	NA	NA	NA	NA	ENSG00000146809
92591	ASB16	-2.3270787387523	0.265716343716629	NA	-1.11298157280238	ENSG00000161664
339201	ASB16-AS1	-0.191028943665051	0.292779778812208	0.737524036853773	-1.05204309353785	ENSG00000267080
127247	ASB17	-1.1184106126563	0.784016624778764	NA	-0.274088482366288	ENSG00000154007
401036	ASB18	NA	NA	NA	NA	ENSG00000182177
51676	ASB2	0.599665545445052	0.011951781010798	0.173593796407879	2.51356482605172	ENSG00000100628
51676	ASB2	0.599665545445052	0.011951781010798	0.173593796407879	2.51356482605172	ENSG00000278693
51130	ASB3	-0.58620247382154	0.514185263797086	NA	-0.652334724452337	ENSG00000115239
51666	ASB4	-0.440961843974926	0.865736184272621	NA	-0.169076862092477	ENSG00000005981
140458	ASB5	-1.1184106126563	0.784016624778764	NA	-0.274088482366288	ENSG00000164122
140459	ASB6	0.283877228154499	0.0226109235462879	0.251869312706422	2.27994545753965	ENSG00000148331
140460	ASB7	-0.0219916506346761	0.880719167990348	0.972121433285509	-0.150057604368567	ENSG00000183475
140461	ASB8	-0.0963983118357111	0.528787178517699	0.869612253537696	-0.629858482382477	ENSG00000177981
140462	ASB9	-0.562695360321611	0.24566328492512	0.694388909997327	-1.16094741486371	ENSG00000102048
728619	ASB9P1	NA	NA	NA	NA	NA
51008	ASCC1	-0.110724195552418	0.401894186717393	0.809920645336702	-0.838243097540817	ENSG00000138303
84164	ASCC2	0.255513695046621	0.0165272553120333	0.210262441122443	2.39705915411916	ENSG00000100325
10973	ASCC3	-0.0780337693568684	0.527499347497249	0.869214460725263	-0.631827889292006	ENSG00000112249
429	ASCL1	NA	NA	NA	NA	ENSG00000139352
430	ASCL2	-0.621093044367391	0.513055062888401	NA	-0.6540880764887	ENSG00000183734
56676	ASCL3	NA	NA	NA	NA	ENSG00000176009
121549	ASCL4	NA	NA	NA	NA	ENSG00000187855
647219	ASCL5	1.02522954827478	0.800442914696325	NA	0.252773929689017	ENSG00000232237
25842	ASF1A	-0.11063862172075	0.524422176614838	0.868582561841044	-0.636543593756408	ENSG00000111875
55723	ASF1B	0.275078599170299	0.311789742712426	0.754880025062561	1.01147374154975	ENSG00000105011
55723	ASF1B	0.275078599170299	0.311789742712426	0.754880025062561	1.01147374154975	ENSG00000288210
432	ASGR1	-0.957278668772452	0.508600887803477	NA	-0.661017816560301	ENSG00000141505
433	ASGR2	NA	NA	NA	NA	ENSG00000161944
55870	ASH1L	-0.112214123997154	0.275267024989105	0.722779273100087	-1.09101331217811	ENSG00000116539
645676	ASH1L-AS1	-0.270222654307175	0.78095606344472	NA	-0.278073336228969	ENSG00000235919
9070	ASH2L	-0.211723638799183	0.0637088596244131	0.419722783588184	-1.85421183456684	ENSG00000129691
